Time,Channel A
(s),(mV)

0.83953601,11.47884000
0.84030201,11.35273000
0.84106801,11.25123000
0.84183401,11.15280000
0.84260001,11.05438000
0.84336601,10.93442000
0.84413201,10.79909000
0.84489801,10.66683000
0.84566401,10.55303000
0.84643001,10.44845000
0.84719601,10.34387000
0.84796201,10.24237000
0.84872801,10.14702000
0.84949401,10.06090000
0.85026001,9.96247400
0.85102601,9.87942800
0.85179201,9.79945900
0.85255801,9.74101800
0.85332401,9.67950200
0.85409001,9.61798700
0.85485601,9.54109200
0.85562201,9.45189500
0.85638801,9.35962100
0.85715401,9.27657400
0.85792001,9.21505800
0.85868601,9.16892100
0.85945201,9.13201200
0.86021801,9.11355700
0.86098401,9.08895100
0.86175001,9.07664800
0.86251601,9.08587600
0.86328201,9.13508800
0.86404801,9.20583100
0.86481401,9.27657400
0.86558001,9.33193800
0.86634601,9.38730200
0.86711201,9.43036400
0.86787801,9.46112100
0.86864401,9.46112100
0.86941001,9.43959000
0.87017601,9.41498500
0.87094201,9.39653000
0.87170801,9.37192300
0.87247401,9.33809000
0.87324001,9.30118100
0.87400601,9.25196800
0.87477201,9.20890700
0.87553801,9.15661900
0.87630401,9.09202700
0.87707001,9.03973900
0.87783601,9.00283000
0.87860201,8.98129900
0.87936801,8.97514600
0.88013401,8.98745100
0.88090001,8.99667800
0.88166601,9.00283000
0.88243201,8.99360200
0.88319801,8.97207200
0.88396401,8.95361600
0.88473001,8.91978400
0.88549601,8.90132800
0.88626201,8.92593500
0.88702801,9.01205700
0.88779401,9.15661900
0.88856001,9.33193800
0.88932601,9.50725700
0.89009201,9.67027500
0.89085801,9.83021600
0.89162401,9.98708100
0.89239001,10.14395000
0.89315601,10.27005000
0.89392201,10.38078000
0.89468801,10.49459000
0.89545401,10.61147000
0.89622001,10.74065000
0.89698601,10.88213000
0.89775201,11.02055000
0.89851801,11.15280000
0.89928401,11.26968000
0.90005001,11.35273000
0.90081601,11.41732000
0.90158201,11.46961000
0.90234801,11.52497000
0.90311401,11.54958000
0.90388001,11.54343000
0.90464601,11.53728000
0.90541201,11.53113000
0.90617801,11.52805000
0.90694401,11.54958000
0.90771001,11.56804000
0.90847601,11.58034000
0.90924201,11.56496000
0.91000801,11.55266000
0.91077401,11.52190000
0.91154001,11.48807000
0.91230601,11.46038000
0.91307201,11.43578000
0.91383801,11.38656000
0.91460401,11.34043000
0.91537001,11.30967000
0.91613601,11.29737000
0.91690201,11.27584000
0.91766801,11.23585000
0.91843401,11.18664000
0.91920001,11.15280000
0.91996601,11.11590000
0.92073201,11.09129000
0.92149801,11.07283000
0.92226401,11.04515000
0.92303001,11.01439000
0.92379601,10.99901000
0.92456201,10.95595000
0.92532801,10.88829000
0.92609401,10.83600000
0.92686001,10.78063000
0.92762601,10.72527000
0.92839201,10.72219000
0.92915801,10.75603000
0.92992401,10.78371000
0.93069001,10.81139000
0.93145601,10.84830000
0.93222201,10.89444000
0.93298801,10.91597000
0.93375401,10.91289000
0.93452001,10.85138000
0.93528601,10.74065000
0.93605201,10.63607000
0.93681801,10.54072000
0.93758401,10.44845000
0.93835001,10.35925000
0.93911601,10.28543000
0.93988201,10.22699000
0.94064801,10.15933000
0.94141401,10.05475000
0.94218001,9.88558000
